Country,Year,Cholesterol,Gender,Threshold
Afghanistan,2009,4.1,Male,5.2
Afghanistan,2008,4.1,Male,5.2
Afghanistan,2007,4.1,Male,5.2
Afghanistan,2006,4.1,Male,5.2
Afghanistan,2005,4.1,Male,5.2
Afghanistan,2004,4.2,Male,5.2
Afghanistan,2003,4.2,Male,5.2
Afghanistan,2002,4.2,Male,5.2
Afghanistan,2001,4.2,Male,5.2
Afghanistan,2000,4.2,Male,5.2
Afghanistan,1999,4.3,Male,5.2
Afghanistan,1998,4.3,Male,5.2
Afghanistan,1997,4.3,Male,5.2
Afghanistan,1996,4.3,Male,5.2
Afghanistan,1995,4.3,Male,5.2
Afghanistan,1994,4.4,Male,5.2
Afghanistan,1993,4.4,Male,5.2
Afghanistan,1992,4.5,Male,5.2
Afghanistan,1991,4.5,Male,5.2
Afghanistan,1990,4.5,Male,5.2
Afghanistan,1989,4.5,Male,5.2
Afghanistan,1988,4.5,Male,5.2
Afghanistan,1987,4.6,Male,5.2
Afghanistan,1986,4.6,Male,5.2
Afghanistan,1985,4.6,Male,5.2
Afghanistan,1984,4.6,Male,5.2
Afghanistan,1983,4.6,Male,5.2
Afghanistan,1982,4.6,Male,5.2
Afghanistan,1981,4.6,Male,5.2
Afghanistan,1980,4.6,Male,5.2
Afghanistan,2009,4.2,Female,5.2
Afghanistan,2008,4.2,Female,5.2
Afghanistan,2007,4.3,Female,5.2
Afghanistan,2006,4.3,Female,5.2
Afghanistan,2005,4.3,Female,5.2
Afghanistan,2004,4.3,Female,5.2
Afghanistan,2003,4.3,Female,5.2
Afghanistan,2002,4.3,Female,5.2
Afghanistan,2001,4.3,Female,5.2
Afghanistan,2000,4.3,Female,5.2
Afghanistan,1999,4.4,Female,5.2
Afghanistan,1998,4.4,Female,5.2
Afghanistan,1997,4.4,Female,5.2
Afghanistan,1996,4.4,Female,5.2
Afghanistan,1995,4.4,Female,5.2
Afghanistan,1994,4.5,Female,5.2
Afghanistan,1993,4.5,Female,5.2
Afghanistan,1992,4.5,Female,5.2
Afghanistan,1991,4.5,Female,5.2
Afghanistan,1990,4.6,Female,5.2
Afghanistan,1989,4.6,Female,5.2
Afghanistan,1988,4.6,Female,5.2
Afghanistan,1987,4.6,Female,5.2
Afghanistan,1986,4.6,Female,5.2
Afghanistan,1985,4.6,Female,5.2
Afghanistan,1984,4.6,Female,5.2
Afghanistan,1983,4.6,Female,5.2
Afghanistan,1982,4.6,Female,5.2
Afghanistan,1981,4.7,Female,5.2
Afghanistan,1980,4.7,Female,5.2
Albania,2009,4.9,Male,5.2
Albania,2008,4.9,Male,5.2
Albania,2007,4.9,Male,5.2
Albania,2006,4.9,Male,5.2
Albania,2005,4.9,Male,5.2
Albania,2004,4.9,Male,5.2
Albania,2003,4.9,Male,5.2
Albania,2002,4.9,Male,5.2
Albania,2001,4.9,Male,5.2
Albania,2000,4.9,Male,5.2
Albania,1999,4.9,Male,5.2
Albania,1998,4.9,Male,5.2
Albania,1997,4.9,Male,5.2
Albania,1996,4.9,Male,5.2
Albania,1995,4.9,Male,5.2
Albania,1994,4.9,Male,5.2
Albania,1993,4.9,Male,5.2
Albania,1992,4.9,Male,5.2
Albania,1991,4.9,Male,5.2
Albania,1990,5,Male,5.2
Albania,1989,5,Male,5.2
Albania,1988,5,Male,5.2
Albania,1987,5,Male,5.2
Albania,1986,5,Male,5.2
Albania,1985,5,Male,5.2
Albania,1984,5,Male,5.2
Albania,1983,5,Male,5.2
Albania,1982,5,Male,5.2
Albania,1981,5,Male,5.2
Albania,1980,5,Male,5.2
Albania,2009,4.9,Female,5.2
Albania,2008,4.9,Female,5.2
Albania,2007,4.9,Female,5.2
Albania,2006,4.9,Female,5.2
Albania,2005,4.9,Female,5.2
Albania,2004,4.9,Female,5.2
Albania,2003,4.9,Female,5.2
Albania,2002,4.9,Female,5.2
Albania,2001,4.9,Female,5.2
Albania,2000,4.9,Female,5.2
Albania,1999,4.9,Female,5.2
Albania,1998,4.9,Female,5.2
Albania,1997,4.9,Female,5.2
Albania,1996,4.9,Female,5.2
Albania,1995,4.9,Female,5.2
Albania,1994,4.9,Female,5.2
Albania,1993,4.9,Female,5.2
Albania,1992,5,Female,5.2
Albania,1991,5,Female,5.2
Albania,1990,5,Female,5.2
Albania,1989,5,Female,5.2
Albania,1988,5,Female,5.2
Albania,1987,5,Female,5.2
Albania,1986,5,Female,5.2
Albania,1985,5,Female,5.2
Albania,1984,5,Female,5.2
Albania,1983,5,Female,5.2
Albania,1982,5,Female,5.2
Albania,1981,5,Female,5.2
Albania,1980,5.1,Female,5.2
Algeria,2009,4.7,Male,5.2
Algeria,2008,4.7,Male,5.2
Algeria,2007,4.7,Male,5.2
Algeria,2006,4.7,Male,5.2
Algeria,2005,4.7,Male,5.2
Algeria,2004,4.7,Male,5.2
Algeria,2003,4.7,Male,5.2
Algeria,2002,4.7,Male,5.2
Algeria,2001,4.7,Male,5.2
Algeria,2000,4.7,Male,5.2
Algeria,1999,4.8,Male,5.2
Algeria,1998,4.8,Male,5.2
Algeria,1997,4.8,Male,5.2
Algeria,1996,4.8,Male,5.2
Algeria,1995,4.8,Male,5.2
Algeria,1994,4.8,Male,5.2
Algeria,1993,4.8,Male,5.2
Algeria,1992,4.8,Male,5.2
Algeria,1991,4.9,Male,5.2
Algeria,1990,4.9,Male,5.2
Algeria,1989,4.9,Male,5.2
Algeria,1988,4.9,Male,5.2
Algeria,1987,4.9,Male,5.2
Algeria,1986,4.9,Male,5.2
Algeria,1985,4.9,Male,5.2
Algeria,1984,4.9,Male,5.2
Algeria,1983,4.9,Male,5.2
Algeria,1982,4.9,Male,5.2
Algeria,1981,4.9,Male,5.2
Algeria,1980,4.9,Male,5.2
Algeria,2009,4.8,Female,5.2
Algeria,2008,4.8,Female,5.2
Algeria,2007,4.8,Female,5.2
Algeria,2006,4.8,Female,5.2
Algeria,2005,4.8,Female,5.2
Algeria,2004,4.9,Female,5.2
Algeria,2003,4.9,Female,5.2
Algeria,2002,4.9,Female,5.2
Algeria,2001,4.9,Female,5.2
Algeria,2000,4.9,Female,5.2
Algeria,1999,4.9,Female,5.2
Algeria,1998,4.9,Female,5.2
Algeria,1997,4.9,Female,5.2
Algeria,1996,4.9,Female,5.2
Algeria,1995,4.9,Female,5.2
Algeria,1994,4.9,Female,5.2
Algeria,1993,5,Female,5.2
Algeria,1992,5,Female,5.2
Algeria,1991,5,Female,5.2
Algeria,1990,5,Female,5.2
Algeria,1989,5,Female,5.2
Algeria,1988,5,Female,5.2
Algeria,1987,5,Female,5.2
Algeria,1986,5,Female,5.2
Algeria,1985,5,Female,5.2
Algeria,1984,5,Female,5.2
Algeria,1983,5,Female,5.2
Algeria,1982,5,Female,5.2
Algeria,1981,5,Female,5.2
Algeria,1980,5,Female,5.2
Andorra,2009,5.6,Male,5.2
Andorra,2008,5.6,Male,5.2
Andorra,2007,5.6,Male,5.2
Andorra,2006,5.6,Male,5.2
Andorra,2005,5.6,Male,5.2
Andorra,2004,5.6,Male,5.2
Andorra,2003,5.6,Male,5.2
Andorra,2002,5.6,Male,5.2
Andorra,2001,5.7,Male,5.2
Andorra,2000,5.7,Male,5.2
Andorra,1999,5.7,Male,5.2
Andorra,1998,5.7,Male,5.2
Andorra,1997,5.7,Male,5.2
Andorra,1996,5.8,Male,5.2
Andorra,1995,5.8,Male,5.2
Andorra,1994,5.8,Male,5.2
Andorra,1993,5.8,Male,5.2
Andorra,1992,5.9,Male,5.2
Andorra,1991,5.9,Male,5.2
Andorra,1990,5.9,Male,5.2
Andorra,1989,5.9,Male,5.2
Andorra,1988,5.9,Male,5.2
Andorra,1987,6,Male,5.2
Andorra,1986,6,Male,5.2
Andorra,1985,6,Male,5.2
Andorra,1984,6,Male,5.2
Andorra,1983,6.1,Male,5.2
Andorra,1982,6.1,Male,5.2
Andorra,1981,6.1,Male,5.2
Andorra,1980,6.2,Male,5.2
Andorra,2009,5.5,Female,5.2
Andorra,2008,5.5,Female,5.2
Andorra,2007,5.5,Female,5.2
Andorra,2006,5.5,Female,5.2
Andorra,2005,5.5,Female,5.2
Andorra,2004,5.5,Female,5.2
Andorra,2003,5.5,Female,5.2
Andorra,2002,5.5,Female,5.2
Andorra,2001,5.6,Female,5.2
Andorra,2000,5.6,Female,5.2
Andorra,1999,5.6,Female,5.2
Andorra,1998,5.6,Female,5.2
Andorra,1997,5.6,Female,5.2
Andorra,1996,5.7,Female,5.2
Andorra,1995,5.7,Female,5.2
Andorra,1994,5.7,Female,5.2
Andorra,1993,5.8,Female,5.2
Andorra,1992,5.8,Female,5.2
Andorra,1991,5.8,Female,5.2
Andorra,1990,5.8,Female,5.2
Andorra,1989,5.9,Female,5.2
Andorra,1988,5.9,Female,5.2
Andorra,1987,5.9,Female,5.2
Andorra,1986,6,Female,5.2
Andorra,1985,6,Female,5.2
Andorra,1984,6,Female,5.2
Andorra,1983,6.1,Female,5.2
Andorra,1982,6.1,Female,5.2
Andorra,1981,6.1,Female,5.2
Andorra,1980,6.1,Female,5.2
Angola,2009,4.4,Male,5.2
Angola,2008,4.4,Male,5.2
Angola,2007,4.4,Male,5.2
Angola,2006,4.4,Male,5.2
Angola,2005,4.4,Male,5.2
Angola,2004,4.4,Male,5.2
Angola,2003,4.3,Male,5.2
Angola,2002,4.3,Male,5.2
Angola,2001,4.3,Male,5.2
Angola,2000,4.3,Male,5.2
Angola,1999,4.3,Male,5.2
Angola,1998,4.3,Male,5.2
Angola,1997,4.3,Male,5.2
Angola,1996,4.4,Male,5.2
Angola,1995,4.4,Male,5.2
Angola,1994,4.4,Male,5.2
Angola,1993,4.4,Male,5.2
Angola,1992,4.4,Male,5.2
Angola,1991,4.4,Male,5.2
Angola,1990,4.5,Male,5.2
Angola,1989,4.5,Male,5.2
Angola,1988,4.5,Male,5.2
Angola,1987,4.5,Male,5.2
Angola,1986,4.5,Male,5.2
Angola,1985,4.5,Male,5.2
Angola,1984,4.5,Male,5.2
Angola,1983,4.5,Male,5.2
Angola,1982,4.5,Male,5.2
Angola,1981,4.5,Male,5.2
Angola,1980,4.5,Male,5.2
Angola,2009,4.5,Female,5.2
Angola,2008,4.5,Female,5.2
Angola,2007,4.5,Female,5.2
Angola,2006,4.5,Female,5.2
Angola,2005,4.5,Female,5.2
Angola,2004,4.5,Female,5.2
Angola,2003,4.5,Female,5.2
Angola,2002,4.5,Female,5.2
Angola,2001,4.5,Female,5.2
Angola,2000,4.5,Female,5.2
Angola,1999,4.5,Female,5.2
Angola,1998,4.5,Female,5.2
Angola,1997,4.5,Female,5.2
Angola,1996,4.5,Female,5.2
Angola,1995,4.6,Female,5.2
Angola,1994,4.6,Female,5.2
Angola,1993,4.6,Female,5.2
Angola,1992,4.6,Female,5.2
Angola,1991,4.6,Female,5.2
Angola,1990,4.7,Female,5.2
Angola,1989,4.7,Female,5.2
Angola,1988,4.7,Female,5.2
Angola,1987,4.7,Female,5.2
Angola,1986,4.7,Female,5.2
Angola,1985,4.7,Female,5.2
Angola,1984,4.7,Female,5.2
Angola,1983,4.7,Female,5.2
Angola,1982,4.8,Female,5.2
Angola,1981,4.8,Female,5.2
Angola,1980,4.8,Female,5.2
Antigua and Barbuda,2009,4.7,Male,5.2
Antigua and Barbuda,2008,4.7,Male,5.2
Antigua and Barbuda,2007,4.7,Male,5.2
Antigua and Barbuda,2006,4.7,Male,5.2
Antigua and Barbuda,2005,4.7,Male,5.2
Antigua and Barbuda,2004,4.8,Male,5.2
Antigua and Barbuda,2003,4.8,Male,5.2
Antigua and Barbuda,2002,4.8,Male,5.2
Antigua and Barbuda,2001,4.8,Male,5.2
Antigua and Barbuda,2000,4.8,Male,5.2
Antigua and Barbuda,1999,4.8,Male,5.2
Antigua and Barbuda,1998,4.8,Male,5.2
Antigua and Barbuda,1997,4.8,Male,5.2
Antigua and Barbuda,1996,4.8,Male,5.2
Antigua and Barbuda,1995,4.8,Male,5.2
Antigua and Barbuda,1994,4.9,Male,5.2
Antigua and Barbuda,1993,4.9,Male,5.2
Antigua and Barbuda,1992,4.9,Male,5.2
Antigua and Barbuda,1991,4.9,Male,5.2
Antigua and Barbuda,1990,4.9,Male,5.2
Antigua and Barbuda,1989,4.9,Male,5.2
Antigua and Barbuda,1988,4.9,Male,5.2
Antigua and Barbuda,1987,4.9,Male,5.2
Antigua and Barbuda,1986,4.9,Male,5.2
Antigua and Barbuda,1985,4.9,Male,5.2
Antigua and Barbuda,1984,4.9,Male,5.2
Antigua and Barbuda,1983,4.9,Male,5.2
Antigua and Barbuda,1982,4.9,Male,5.2
Antigua and Barbuda,1981,4.9,Male,5.2
Antigua and Barbuda,1980,4.9,Male,5.2
Antigua and Barbuda,2009,4.9,Female,5.2
Antigua and Barbuda,2008,4.9,Female,5.2
Antigua and Barbuda,2007,4.9,Female,5.2
Antigua and Barbuda,2006,4.9,Female,5.2
Antigua and Barbuda,2005,4.9,Female,5.2
Antigua and Barbuda,2004,4.9,Female,5.2
Antigua and Barbuda,2003,4.9,Female,5.2
Antigua and Barbuda,2002,4.9,Female,5.2
Antigua and Barbuda,2001,4.9,Female,5.2
Antigua and Barbuda,2000,4.9,Female,5.2
Antigua and Barbuda,1999,5,Female,5.2
Antigua and Barbuda,1998,5,Female,5.2
Antigua and Barbuda,1997,5,Female,5.2
Antigua and Barbuda,1996,5,Female,5.2
Antigua and Barbuda,1995,5,Female,5.2
Antigua and Barbuda,1994,5,Female,5.2
Antigua and Barbuda,1993,5,Female,5.2
Antigua and Barbuda,1992,5,Female,5.2
Antigua and Barbuda,1991,5,Female,5.2
Antigua and Barbuda,1990,5,Female,5.2
Antigua and Barbuda,1989,5,Female,5.2
Antigua and Barbuda,1988,5,Female,5.2
Antigua and Barbuda,1987,5,Female,5.2
Antigua and Barbuda,1986,5,Female,5.2
Antigua and Barbuda,1985,5,Female,5.2
Antigua and Barbuda,1984,5,Female,5.2
Antigua and Barbuda,1983,5,Female,5.2
Antigua and Barbuda,1982,5,Female,5.2
Antigua and Barbuda,1981,5,Female,5.2
Antigua and Barbuda,1980,5,Female,5.2
Argentina,2009,5,Male,5.2
Argentina,2008,5,Male,5.2
Argentina,2007,5,Male,5.2
Argentina,2006,5,Male,5.2
Argentina,2005,5,Male,5.2
Argentina,2004,5,Male,5.2
Argentina,2003,5.1,Male,5.2
Argentina,2002,5.1,Male,5.2
Argentina,2001,5.1,Male,5.2
Argentina,2000,5.1,Male,5.2
Argentina,1999,5.1,Male,5.2
Argentina,1998,5.1,Male,5.2
Argentina,1997,5.2,Male,5.2
Argentina,1996,5.2,Male,5.2
Argentina,1995,5.2,Male,5.2
Argentina,1994,5.2,Male,5.2
Argentina,1993,5.2,Male,5.2
Argentina,1992,5.2,Male,5.2
Argentina,1991,5.2,Male,5.2
Argentina,1990,5.2,Male,5.2
Argentina,1989,5.2,Male,5.2
Argentina,1988,5.3,Male,5.2
Argentina,1987,5.3,Male,5.2
Argentina,1986,5.3,Male,5.2
Argentina,1985,5.3,Male,5.2
Argentina,1984,5.3,Male,5.2
Argentina,1983,5.3,Male,5.2
Argentina,1982,5.4,Male,5.2
Argentina,1981,5.4,Male,5.2
Argentina,1980,5.4,Male,5.2
Argentina,2009,5,Female,5.2
Argentina,2008,5.1,Female,5.2
Argentina,2007,5.1,Female,5.2
Argentina,2006,5.1,Female,5.2
Argentina,2005,5.1,Female,5.2
Argentina,2004,5.1,Female,5.2
Argentina,2003,5.1,Female,5.2
Argentina,2002,5.1,Female,5.2
Argentina,2001,5.2,Female,5.2
Argentina,2000,5.2,Female,5.2
Argentina,1999,5.2,Female,5.2
Argentina,1998,5.2,Female,5.2
Argentina,1997,5.2,Female,5.2
Argentina,1996,5.2,Female,5.2
Argentina,1995,5.2,Female,5.2
Argentina,1994,5.2,Female,5.2
Argentina,1993,5.2,Female,5.2
Argentina,1992,5.2,Female,5.2
Argentina,1991,5.2,Female,5.2
Argentina,1990,5.3,Female,5.2
Argentina,1989,5.3,Female,5.2
Argentina,1988,5.3,Female,5.2
Argentina,1987,5.3,Female,5.2
Argentina,1986,5.3,Female,5.2
Argentina,1985,5.3,Female,5.2
Argentina,1984,5.4,Female,5.2
Argentina,1983,5.4,Female,5.2
Argentina,1982,5.4,Female,5.2
Argentina,1981,5.4,Female,5.2
Argentina,1980,5.4,Female,5.2
Armenia,2009,4.7,Male,5.2
Armenia,2008,4.7,Male,5.2
Armenia,2007,4.7,Male,5.2
Armenia,2006,4.7,Male,5.2
Armenia,2005,4.7,Male,5.2
Armenia,2004,4.7,Male,5.2
Armenia,2003,4.7,Male,5.2
Armenia,2002,4.7,Male,5.2
Armenia,2001,4.7,Male,5.2
Armenia,2000,4.7,Male,5.2
Armenia,1999,4.7,Male,5.2
Armenia,1998,4.7,Male,5.2
Armenia,1997,4.7,Male,5.2
Armenia,1996,4.7,Male,5.2
Armenia,1995,4.8,Male,5.2
Armenia,1994,4.8,Male,5.2
Armenia,1993,4.9,Male,5.2
Armenia,1992,4.9,Male,5.2
Armenia,1991,5,Male,5.2
Armenia,1990,5,Male,5.2
Armenia,1989,5,Male,5.2
Armenia,1988,5,Male,5.2
Armenia,1987,5.1,Male,5.2
Armenia,1986,5.1,Male,5.2
Armenia,1985,5.1,Male,5.2
Armenia,1984,5.1,Male,5.2
Armenia,1983,5.1,Male,5.2
Armenia,1982,5.1,Male,5.2
Armenia,1981,5.1,Male,5.2
Armenia,1980,5.2,Male,5.2
Armenia,2009,4.8,Female,5.2
Armenia,2008,4.8,Female,5.2
Armenia,2007,4.8,Female,5.2
Armenia,2006,4.8,Female,5.2
Armenia,2005,4.8,Female,5.2
Armenia,2004,4.8,Female,5.2
Armenia,2003,4.8,Female,5.2
Armenia,2002,4.8,Female,5.2
Armenia,2001,4.8,Female,5.2
Armenia,2000,4.8,Female,5.2
Armenia,1999,4.8,Female,5.2
Armenia,1998,4.8,Female,5.2
Armenia,1997,4.9,Female,5.2
Armenia,1996,4.9,Female,5.2
Armenia,1995,4.9,Female,5.2
Armenia,1994,5,Female,5.2
Armenia,1993,5,Female,5.2
Armenia,1992,5.1,Female,5.2
Armenia,1991,5.1,Female,5.2
Armenia,1990,5.1,Female,5.2
Armenia,1989,5.2,Female,5.2
Armenia,1988,5.2,Female,5.2
Armenia,1987,5.2,Female,5.2
Armenia,1986,5.2,Female,5.2
Armenia,1985,5.3,Female,5.2
Armenia,1984,5.3,Female,5.2
Armenia,1983,5.3,Female,5.2
Armenia,1982,5.3,Female,5.2
Armenia,1981,5.3,Female,5.2
Armenia,1980,5.3,Female,5.2
Australia,2009,5.1,Male,5.2
Australia,2008,5.1,Male,5.2
Australia,2007,5.2,Male,5.2
Australia,2006,5.2,Male,5.2
Australia,2005,5.2,Male,5.2
Australia,2004,5.2,Male,5.2
Australia,2003,5.3,Male,5.2
Australia,2002,5.3,Male,5.2
Australia,2001,5.3,Male,5.2
Australia,2000,5.4,Male,5.2
Australia,1999,5.4,Male,5.2
Australia,1998,5.4,Male,5.2
Australia,1997,5.4,Male,5.2
Australia,1996,5.4,Male,5.2
Australia,1995,5.5,Male,5.2
Australia,1994,5.5,Male,5.2
Australia,1993,5.5,Male,5.2
Australia,1992,5.5,Male,5.2
Australia,1991,5.6,Male,5.2
Australia,1990,5.6,Male,5.2
Australia,1989,5.6,Male,5.2
Australia,1988,5.6,Male,5.2
Australia,1987,5.6,Male,5.2
Australia,1986,5.6,Male,5.2
Australia,1985,5.7,Male,5.2
Australia,1984,5.7,Male,5.2
Australia,1983,5.7,Male,5.2
Australia,1982,5.7,Male,5.2
Australia,1981,5.7,Male,5.2
Australia,1980,5.8,Male,5.2
Australia,2009,5.2,Female,5.2
Australia,2008,5.2,Female,5.2
Australia,2007,5.2,Female,5.2
Australia,2006,5.2,Female,5.2
Australia,2005,5.3,Female,5.2
Australia,2004,5.3,Female,5.2
Australia,2003,5.3,Female,5.2
Australia,2002,5.3,Female,5.2
Australia,2001,5.4,Female,5.2
Australia,2000,5.4,Female,5.2
Australia,1999,5.4,Female,5.2
Australia,1998,5.4,Female,5.2
Australia,1997,5.4,Female,5.2
Australia,1996,5.5,Female,5.2
Australia,1995,5.5,Female,5.2
Australia,1994,5.5,Female,5.2
Australia,1993,5.5,Female,5.2
Australia,1992,5.6,Female,5.2
Australia,1991,5.6,Female,5.2
Australia,1990,5.6,Female,5.2
Australia,1989,5.6,Female,5.2
Australia,1988,5.6,Female,5.2
Australia,1987,5.7,Female,5.2
Australia,1986,5.7,Female,5.2
Australia,1985,5.7,Female,5.2
Australia,1984,5.7,Female,5.2
Australia,1983,5.7,Female,5.2
Australia,1982,5.8,Female,5.2
Australia,1981,5.8,Female,5.2
Australia,1980,5.8,Female,5.2
Austria,2009,5.3,Male,5.2
Austria,2008,5.3,Male,5.2
Austria,2007,5.3,Male,5.2
Austria,2006,5.3,Male,5.2
Austria,2005,5.4,Male,5.2
Austria,2004,5.4,Male,5.2
Austria,2003,5.4,Male,5.2
Austria,2002,5.4,Male,5.2
Austria,2001,5.5,Male,5.2
Austria,2000,5.5,Male,5.2
Austria,1999,5.5,Male,5.2
Austria,1998,5.5,Male,5.2
Austria,1997,5.6,Male,5.2
Austria,1996,5.6,Male,5.2
Austria,1995,5.6,Male,5.2
Austria,1994,5.6,Male,5.2
Austria,1993,5.6,Male,5.2
Austria,1992,5.6,Male,5.2
Austria,1991,5.7,Male,5.2
Austria,1990,5.7,Male,5.2
Austria,1989,5.7,Male,5.2
Austria,1988,5.7,Male,5.2
Austria,1987,5.7,Male,5.2
Austria,1986,5.8,Male,5.2
Austria,1985,5.8,Male,5.2
Austria,1984,5.8,Male,5.2
Austria,1983,5.8,Male,5.2
Austria,1982,5.8,Male,5.2
Austria,1981,5.8,Male,5.2
Austria,1980,5.9,Male,5.2
Austria,2009,5.3,Female,5.2
Austria,2008,5.3,Female,5.2
Austria,2007,5.3,Female,5.2
Austria,2006,5.3,Female,5.2
Austria,2005,5.3,Female,5.2
Austria,2004,5.3,Female,5.2
Austria,2003,5.4,Female,5.2
Austria,2002,5.4,Female,5.2
Austria,2001,5.4,Female,5.2
Austria,2000,5.4,Female,5.2
Austria,1999,5.5,Female,5.2
Austria,1998,5.5,Female,5.2
Austria,1997,5.5,Female,5.2
Austria,1996,5.5,Female,5.2
Austria,1995,5.5,Female,5.2
Austria,1994,5.6,Female,5.2
Austria,1993,5.6,Female,5.2
Austria,1992,5.6,Female,5.2
Austria,1991,5.6,Female,5.2
Austria,1990,5.7,Female,5.2
Austria,1989,5.7,Female,5.2
Austria,1988,5.7,Female,5.2
Austria,1987,5.7,Female,5.2
Austria,1986,5.7,Female,5.2
Austria,1985,5.8,Female,5.2
Austria,1984,5.8,Female,5.2
Austria,1983,5.8,Female,5.2
Austria,1982,5.8,Female,5.2
Austria,1981,5.8,Female,5.2
Austria,1980,5.9,Female,5.2
Azerbaijan,2009,4.5,Male,5.2
Azerbaijan,2008,4.5,Male,5.2
Azerbaijan,2007,4.5,Male,5.2
Azerbaijan,2006,4.5,Male,5.2
Azerbaijan,2005,4.5,Male,5.2
Azerbaijan,2004,4.5,Male,5.2
Azerbaijan,2003,4.5,Male,5.2
Azerbaijan,2002,4.5,Male,5.2
Azerbaijan,2001,4.5,Male,5.2
Azerbaijan,2000,4.5,Male,5.2
Azerbaijan,1999,4.6,Male,5.2
Azerbaijan,1998,4.6,Male,5.2
Azerbaijan,1997,4.6,Male,5.2
Azerbaijan,1996,4.7,Male,5.2
Azerbaijan,1995,4.7,Male,5.2
Azerbaijan,1994,4.8,Male,5.2
Azerbaijan,1993,4.8,Male,5.2
Azerbaijan,1992,4.9,Male,5.2
Azerbaijan,1991,4.9,Male,5.2
Azerbaijan,1990,5,Male,5.2
Azerbaijan,1989,5,Male,5.2
Azerbaijan,1988,5,Male,5.2
Azerbaijan,1987,5,Male,5.2
Azerbaijan,1986,5.1,Male,5.2
Azerbaijan,1985,5.1,Male,5.2
Azerbaijan,1984,5.1,Male,5.2
Azerbaijan,1983,5.1,Male,5.2
Azerbaijan,1982,5.1,Male,5.2
Azerbaijan,1981,5.1,Male,5.2
Azerbaijan,1980,5.1,Male,5.2
Azerbaijan,2009,4.7,Female,5.2
Azerbaijan,2008,4.7,Female,5.2
Azerbaijan,2007,4.7,Female,5.2
Azerbaijan,2006,4.7,Female,5.2
Azerbaijan,2005,4.6,Female,5.2
Azerbaijan,2004,4.7,Female,5.2
Azerbaijan,2003,4.7,Female,5.2
Azerbaijan,2002,4.7,Female,5.2
Azerbaijan,2001,4.7,Female,5.2
Azerbaijan,2000,4.7,Female,5.2
Azerbaijan,1999,4.7,Female,5.2
Azerbaijan,1998,4.8,Female,5.2
Azerbaijan,1997,4.8,Female,5.2
Azerbaijan,1996,4.8,Female,5.2
Azerbaijan,1995,4.9,Female,5.2
Azerbaijan,1994,4.9,Female,5.2
Azerbaijan,1993,5,Female,5.2
Azerbaijan,1992,5,Female,5.2
Azerbaijan,1991,5.1,Female,5.2
Azerbaijan,1990,5.1,Female,5.2
Azerbaijan,1989,5.1,Female,5.2
Azerbaijan,1988,5.2,Female,5.2
Azerbaijan,1987,5.2,Female,5.2
Azerbaijan,1986,5.2,Female,5.2
Azerbaijan,1985,5.2,Female,5.2
Azerbaijan,1984,5.2,Female,5.2
Azerbaijan,1983,5.3,Female,5.2
Azerbaijan,1982,5.3,Female,5.2
Azerbaijan,1981,5.3,Female,5.2
Azerbaijan,1980,5.3,Female,5.2
Bahamas,2009,5,Male,5.2
Bahamas,2008,5,Male,5.2
Bahamas,2007,5,Male,5.2
Bahamas,2006,5,Male,5.2
Bahamas,2005,5,Male,5.2
Bahamas,2004,5,Male,5.2
Bahamas,2003,5.1,Male,5.2
Bahamas,2002,5.1,Male,5.2
Bahamas,2001,5.1,Male,5.2
Bahamas,2000,5.1,Male,5.2
Bahamas,1999,5.1,Male,5.2
Bahamas,1998,5.1,Male,5.2
Bahamas,1997,5.1,Male,5.2
Bahamas,1996,5.1,Male,5.2
Bahamas,1995,5.2,Male,5.2
Bahamas,1994,5.2,Male,5.2
Bahamas,1993,5.2,Male,5.2
Bahamas,1992,5.2,Male,5.2
Bahamas,1991,5.2,Male,5.2
Bahamas,1990,5.2,Male,5.2
Bahamas,1989,5.3,Male,5.2
Bahamas,1988,5.3,Male,5.2
Bahamas,1987,5.3,Male,5.2
Bahamas,1986,5.3,Male,5.2
Bahamas,1985,5.3,Male,5.2
Bahamas,1984,5.3,Male,5.2
Bahamas,1983,5.3,Male,5.2
Bahamas,1982,5.3,Male,5.2
Bahamas,1981,5.3,Male,5.2
Bahamas,1980,5.3,Male,5.2
Bahamas,2009,5.1,Female,5.2
Bahamas,2008,5.2,Female,5.2
Bahamas,2007,5.2,Female,5.2
Bahamas,2006,5.2,Female,5.2
Bahamas,2005,5.2,Female,5.2
Bahamas,2004,5.2,Female,5.2
Bahamas,2003,5.2,Female,5.2
Bahamas,2002,5.2,Female,5.2
Bahamas,2001,5.2,Female,5.2
Bahamas,2000,5.2,Female,5.2
Bahamas,1999,5.2,Female,5.2
Bahamas,1998,5.2,Female,5.2
Bahamas,1997,5.2,Female,5.2
Bahamas,1996,5.2,Female,5.2
Bahamas,1995,5.3,Female,5.2
Bahamas,1994,5.3,Female,5.2
Bahamas,1993,5.3,Female,5.2
Bahamas,1992,5.3,Female,5.2
Bahamas,1991,5.3,Female,5.2
Bahamas,1990,5.4,Female,5.2
Bahamas,1989,5.4,Female,5.2
Bahamas,1988,5.4,Female,5.2
Bahamas,1987,5.4,Female,5.2
Bahamas,1986,5.4,Female,5.2
Bahamas,1985,5.4,Female,5.2
Bahamas,1984,5.4,Female,5.2
Bahamas,1983,5.4,Female,5.2
Bahamas,1982,5.4,Female,5.2
Bahamas,1981,5.4,Female,5.2
